Temperature,Pressure,Humidity,Dew point,Wind speed,Rainfall
23,1016,50,12,13,0
22,1016,53,12,7.4,0
19,1016,64,12,0,0
17,1017,72,12,0,0
18,1017,68,12,3.7,0
17,1018,68,11,9.3,0
17,1018,68,11,7.4,0
16,1018,72,11,11.1,0
15,1018,88,13,11.1,0
13,1018,94,12,0,0
13,1018,94,12,0,0
12,1018,100,12,5.6,0
11,1018,100,11,5.6,0
11,1018,88,9,7.4,0
11,1020,100,11,5.6,0
12,1021,94,11,9.3,0
16,1021,68,10,9.3,0
19,1020,52,9,13,0
20,1019,46,8,18.5,0
21,1019,43,8,22.2,0
21,1018,43,8,25.9,0
21,1018,46,9,14.8,0
20,1018,49,9,11.1,0
17,1018,63,10,11.1,0
16,1019,68,10,11.1,0
15,1019,67,9,5.6,0
14,1020,72,9,3.7,0
13,1020,77,9,3.7,0
13,1020,77,9,5.6,0
11,1020,88,9,5.6,0
12,1019,77,8,9.3,0
10,1019,87,8,0,0
11,1019,82,8,0,0
9,1018,100,9,0,0
9,1018,100,9,0,0
9,1019,87,7,5.6,0
11,1020,76,7,11.1,0
14,1021,77,10,13,0
16,1021,59,8,18.5,0
20,1019,49,9,14.8,0
21,1018,43,8,22.2,0
21,1018,46,9,16.7,0
21,1018,43,8,24.1,0
20,1017,46,8,18.5,0
18,1018,56,9,9.3,0
16,1018,72,11,5.6,0
15,1018,67,9,5.6,0
15,1019,67,9,5.6,0
14,1019,72,9,3.7,0
12,1019,77,8,0,0
11,1018,94,10,0,0
11,1018,94,10,3.7,0
11,1018,94,10,0,0
11,1018,82,8,0,0
11,1018,82,8,0,0
11,1018,82,8,0,0
10,1019,82,7,0,0
11,1020,71,6,7.4,0
13,1020,67,7,9.3,0
15,1021,59,7,13,0
18,1021,52,8,11.1,0
19,1020,49,8,11.1,0
20,1019,46,8,14.8,0
21,1018,43,8,11.1,0
22,1018,38,7,14.8,0
21,1018,43,8,11.1,0
18,1018,56,9,5.6,0
15,1018,67,9,0,0
14,1019,72,9,0,0
13,1019,77,9,0,0
14,1019,72,9,0,0
11,1018,88,9,0,0
11,1018,88,9,0,0
10,1018,94,9,0,0
10,1018,94,9,0,0
10,1019,87,8,0,0
11,1020,82,8,0,0
14,1020,63,7,5.6,0
16,1021,55,7,5.6,0
19,1021,46,7,3.7,0
21,1020,43,8,5.6,0
21,1019,38,6,7.4,0
22,1018,35,6,11.1,0
22,1018,35,6,11.1,0
21,1018,40,7,5.6,0
16,1019,63,9,0,0
15,1019,67,9,0,0
14,1020,77,10,14.8,0
13,1020,77,9,0,0
13,1020,77,9,0,0
13,1020,77,9,0,0
12,1020,82,9,0,0
11,1020,88,9,0,0
11,1019,88,9,0,0
11,1019,82,8,0,0
10,1020,94,9,0,0
11,1020,88,9,0,0
13,1022,67,7,3.7,0
15,1022,63,8,0,0
18,1022,56,9,7.4,0
20,1021,52,10,7.4,0
21,1019,46,9,13,0
21,1019,49,10,7.4,0
21,1019,49,10,11.1,0
20,1019,56,11,3.7,0
16,1020,77,12,0,0
11,1020,100,11,0,0
10,-9999,100,10,0,0
9,1020,100,9,0,0
9,1020,100,9,5.6,0
9,1021,93,8,3.7,0
12,1022,88,10,7.4,0
17,1021,72,12,11.1,0
19,1020,64,12,11.1,0
21,1019,56,12,7.4,0
21,1019,46,9,14.8,0
21,1018,53,11,13,0
20,1019,56,11,5.6,0
18,1019,68,12,5.6,0
15,1020,82,12,0,0
14,1020,88,12,0,0
13,1020,88,11,0,0
13,1020,88,11,0,0
13,1019,88,11,0,0
12,1019,94,11,0,0
10,1019,100,10,0,0
10,1018,100,10,5.6,0
9,1018,100,9,3.7,0
9,1018,100,9,5.6,0
9,1018,100,9,3.7,0
8,1018,100,8,3.7,0
10,1020,94,9,5.6,0
12,1020,88,10,9.3,0
15,1020,72,10,14.8,0
17,1019,72,12,13,0
19,1017,64,12,14.8,0
20,1016,52,10,14.8,0
21,1016,49,10,13,0
20,1015,52,10,9.3,0
19,1015,60,11,11.1,0
17,1015,63,10,0,0
14,1016,77,10,0,0
12,1017,88,10,0,0
11,1016,94,10,0,0
10,-9999,100,10,0,0
10,-9999,100,10,0,0
9,1016,100,9,0,0
9,1016,100,9,0,0
9,1016,100,9,0,0
9,1016,100,9,0,0
10,1017,100,10,0,0
12,1017,94,11,0,0
14,1018,77,10,7.4,0
16,1018,72,11,5.6,0
19,1018,56,10,5.6,0
19,1016,56,10,5.6,0
20,1016,46,8,9.3,0
21,1015,46,9,3.7,0
21,1015,40,7,0,0
19,1015,49,8,7.4,0
18,1015,56,9,0,0
15,1016,67,9,0,0
14,1017,77,10,0,0
14,1017,67,8,0,0
12,1017,88,10,0,0
12,1016,88,10,7.4,0
11,1016,88,9,5.6,0
11,1016,94,10,7.4,0
11,1017,94,10,3.7,0
12,1016,88,10,7.4,0
14,1019,88,12,5.6,0
17,1019,68,11,7.4,0
19,1019,52,9,13,0
20,1018,52,10,14.8,0
20,1017,49,9,14.8,0
21,1016,53,11,9.3,0
21,1016,46,9,9.3,0
21,1015,40,7,9.3,0
20,1016,49,9,0,0
18,-9999,52,8,9.3,0
15,1016,67,9,7.4,0
13,1016,88,11,0,0
13,1017,88,11,3.7,0
12,1016,94,11,3.7,0
11,1016,100,11,3.7,0
12,1018,88,10,0,0
14,1018,82,11,0,0
17,1019,68,11,5.6,0
20,1019,56,11,5.6,0
21,1018,38,6,9.3,0
22,1017,35,6,9.3,0
22,1016,31,4,7.4,0
22,1016,31,4,5.6,0
21,1016,33,4,5.6,0
16,1018,59,8,0,0
14,1019,72,9,0,0
13,1019,82,10,0,0
12,1019,82,9,0,0
11,1019,88,9,0,0
9,1019,100,9,0,0
9,1019,100,9,0,0
9,1019,93,8,3.7,0
9,1020,100,9,0,0
12,1022,94,11,5.6,0
16,1022,72,11,3.7,0
17,1021,72,12,5.6,0
19,1020,60,11,9.3,0
19,1019,49,8,13,0
20,1019,46,8,14.8,0
20,1019,46,8,11.1,0
18,1019,68,12,7.4,0
16,1019,82,13,3.7,0
14,1020,82,11,0,0
13,1020,94,12,0,0
13,1020,94,12,0,0
11,1020,100,11,0,0
10,1020,100,10,0,0
10,1019,100,10,0,0
8,1019,100,8,0,0
8,1019,100,8,0,0
7,1019,100,7,0,0
7,1020,100,7,5.6,0
7,1021,100,7,9.3,0
9,1021,100,9,13,0
11,1022,88,9,13,0
15,1022,72,10,13,0
17,1022,52,7,18.5,0
19,1021,49,8,11.1,0
19,1020,37,4,14.8,0
20,1019,33,3,11.1,0
20,1019,33,3,9.3,0
19,1020,35,3,5.6,0
16,1020,45,4,0,0
14,1020,55,5,0,0
14,1021,59,6,0,0
13,1021,63,6,0,0
11,1022,71,6,0,0
11,-9999,71,6,0,0
11,1022,71,6,0,0
9,1022,82,6,0,0
9,1021,82,6,0,0
8,1021,87,6,0,0
9,1021,82,6,0,0
7,1021,87,5,0,0
7,1021,93,6,0,0
7,1022,93,6,0,0
9,1023,76,5,5.6,0
12,10124,72,7,5.6,0
15,1024,63,8,11.1,0
17,1023,45,5,9.3,0
18,1022,42,5,11.1,0
19,1021,40,5,11.1,0
20,1021,35,4,11.1,0
19,1020,37,4,11.1,0
18,1020,73,13,13,0
17,1020,45,5,3.7,0
13,1021,58,5,0,0
14,1021,55,5,0,0
11,1021,71,6,0,0
12,1021,62,5,0,0
9,1021,76,5,0,0
8,1020,87,6,0,0
7,1020,93,6,3.7,0
7,1021,93,6,3.7,0
9,1022,87,7,0,0
12,1023,67,6,11.1,0
14,1023,63,7,5.6,0
16,1023,55,7,13,0
18,1021,49,7,5.6,0
19,1020,40,5,9.3,0
19,1020,46,7,9.3,0
18,1020,49,7,11.1,0
17,1020,52,7,5.6,0
13,1021,72,8,0,0
11,1022,76,7,0,0
12,1021,82,9,0,0
11,1021,82,8,0,0
11,1021,88,9,5.6,0
10,1020,87,8,0,0
8,1020,93,7,3.7,0
7,1020,93,6,0,0
7,1020,100,7,3.7,0
8,1020,100,8,3.7,0
9,1021,87,7,7.4,0
12,1022,72,7,7.4,0
14,1022,63,7,14.8,0
17,1021,52,7,11.1,0
18,1020,49,7,11.1,0
19,1020,37,4,14.8,0
19,1019,46,7,14.8,0
19,1018,40,5,18.5,0
18,1018,45,6,9.3,0
15,1019,59,7,0,0
13,1020,72,8,0,0
13,1020,72,8,0,0
13,1020,67,7,0,0
12,1020,77,8,0,0
10,1020,82,7,0,0
10,1020,82,7,0,0
9,1019,87,7,0,0
8,1019,100,8,0,0
8,1019,93,7,0,0
8,1020,87,6,0,0
8,1020,81,5,0,0
7,1020,93,6,0,0
9,1021,87,7,5.6,0
12,1022,67,6,7.4,0
15,1022,59,7,7.4,0
17,-9999,52,7,13,0
18,1020,52,8,7.4,0
19,1019,43,6,13,0
19,1019,43,6,9.3,0
19,1019,43,6,13,0
18,1019,45,6,9.3,0
15,1019,59,7,3.7,0
14,1019,63,7,3.7,0
14,1020,63,7,0,0
14,1020,63,7,0,0
11,1020,76,7,0,0
11,1020,76,7,0,0
9,1019,87,7,0,0
9,1019,82,6,0,0
9,1019,87,7,0,0
8,1019,93,7,0,0
9,1021,87,7,5.6,0
12,1022,72,7,5.6,0
14,1022,67,8,9.3,0
16,1021,55,7,5.6,0
17,-9999,52,7,5.6,0
18,1019,49,7,13,0
19,1019,43,6,13,0
19,1019,49,8,9.3,0
18,1018,56,9,7.4,0
16,1019,63,9,5.6,0
14,1019,72,9,0,0
12,1020,77,8,0,0
10,1019,87,8,0,0
11,1020,82,8,0,0
9,1019,93,8,0,0
9,1019,93,8,0,0
7,1018,93,6,0,0
7,1018,100,7,0,0
6,-9999,100,6,0,0
6,1019,93,5,3.7,0
8,1020,87,6,5.6,0
11,1020,76,7,7.4,0
14,1021,63,7,9.3,0
16,1020,48,5,11.1,0
18,1019,45,6,13,0
18,1016,40,4,14.8,0
17,1016,45,5,9.3,0
15,1017,55,6,5.6,0
13,1017,67,7,0,0
10,1018,82,7,0,0
9,1018,87,7,0,0
9,1018,87,7,0,0
8,1018,93,7,0,0
5,1018,100,5,0,0
6,1018,100,6,0,0
7,1019,100,7,0,0
10,1020,71,5,7.4,0
13,1020,72,8,0,0
17,1018,48,6,5.6,0
19,1017,37,4,0,0
19,1017,35,3,0,0
19,1016,32,2,9.3,0
18,1016,42,5,5.6,0
12,1017,72,7,0,0
11,1017,76,7,0,0
11,1018,76,7,0,0
10,1018,82,7,0,0
10,1017,82,7,0,0
9,1017,93,8,0,0
9,1017,93,8,0,0
7,1017,93,6,0,0
9,1019,93,8,0,0
11,1020,82,8,7.4,0
15,1020,67,9,5.6,0
18,1019,40,4,11.1,0
19,1016,37,4,7.4,0
20,1017,35,4,5.6,0
20,1016,40,6,5.6,0
19,1017,43,6,9.3,0
18,1017,49,7,0,0
13,1018,67,7,0,0
13,1018,67,7,0,0
11,1018,76,7,0,0
11,1018,76,7,0,0
10,1018,82,7,0,0
9,1019,87,7,0,0
9,1018,87,7,0,0
7,1018,100,7,0,0
8,1017,93,7,0,0
6,1017,100,6,0,0
6,1018,100,6,5.6,0
6,1019,100,6,11.1,0
8,1020,87,6,11.1,0
10,1021,87,8,11.1,0
14,1020,67,8,11.1,0
8,-9999,93,7,0,0
8,1018,100,8,0,0
8,1019,93,7,5.6,0
10,1019,76,6,13,0
13,1020,67,7,13,0
15,1020,63,8,9.3,0
17,1019,59,9,14.8,0
18,1018,52,8,11.1,0
19,1017,43,6,16.7,0
20,-9999,40,6,18.5,0
20,1016,33,3,18.5,0
19,1016,40,5,13,0
16,1016,48,5,9.3,0
15,1017,59,7,0,0
12,1018,67,6,0,0
12,1018,67,6,0,0
11,1019,71,6,0,0
11,1019,67,5,0,0
11,1019,67,5,0,0
10,1018,76,6,0,0
9,1018,82,6,0,0
8,1018,87,6,0,0
8,1018,87,6,0,0
8,1018,87,6,0,0
7,1018,87,5,0,0
9,1019,76,5,3.7,0
10,1019,66,4,0,0
12,1020,62,5,0,0
15,1020,48,4,0,0
18,1020,34,2,0,0
19,1019,40,5,0,0
21,1018,33,4,3.7,0
22,1017,20,-2,7.4,0
22,1016,19,-3,5.6,0
22,1015,19,-3,5.6,0
21,1015,21,-2,7.4,0
18,1015,37,3,7.4,0
16,1015,48,5,3.7,0
15,1016,51,5,5.6,0
14,1016,55,5,5.6,0
15,1016,48,4,9.3,0
13,1015,54,4,9.3,0
13,1015,54,4,11.1,0
13,1012,58,5,18.5,0
11,1012,94,10,13,1
11,-9999,100,11,5.6,1
11,1012,100,11,5.6,1
12,1013,88,10,18.5,1
12,1013,88,10,22.2,0
12,1012,88,10,33.3,1
13,1010,88,11,40.7,0
13,1009,77,9,37,0
14,1009,82,11,37,0
15,1008,63,8,31.5,0
14,1008,72,9,31.5,0
13,1008,94,12,27.8,0
13,1009,94,12,18.5,0
13,1010,94,12,13,0
13,1010,88,11,11.1,0
13,1011,88,11,14.8,0
12,1011,94,11,18.5,0
12,1011,94,11,18.5,0
12,1011,88,10,14.8,0
10,1011,100,10,0,0
11,1011,100,11,5.6,0
11,1010,100,11,9.3,0
11,1010,100,11,0,0
11,1010,100,11,0,0
11,-9999,100,11,0,0
10,1012,100,10,7.4,0
11,1013,100,11,7.4,0
13,1013,100,13,0,0
14,1013,88,12,9.3,0
15,1013,77,11,14.8,0
15,1012,82,12,14.8,0
15,1012,67,9,11.1,0
16,1011,63,9,9.3,0
9,1014,100,9,0,0
8,1016,100,8,0,0
9,1017,100,9,0,0
10,1017,100,10,0,0
13,1018,88,11,0,0
15,1017,63,8,0,0
16,1017,63,9,5.6,0
15,1016,77,11,3.7,0
14,1016,77,10,0,0
15,1016,77,11,0,0
14,1016,77,10,0,0
13,1017,88,11,0,0
12,1017,88,10,0,0
12,1018,94,11,0,0
11,1019,100,11,0,0
10,1019,100,10,0,0
10,1019,100,10,0,0
11,1019,100,11,0,0
10,1018,100,10,0,0
9,101,100,9,0,0
8,1018,100,8,0,0
6,1018,100,6,0,0
7,1018,100,7,0,0
6,1018,100,6,7.4,0
11,1019,82,8,9.3,0
7,1018,100,7,13,0
9,1020,100,9,9.3,0
8,1020,100,8,9.3,0
8,1021,100,8,16.7,0
10,1020,94,9,16.7,0
13,1019,77,9,18.5,0
14,1019,72,9,18.5,0
14,1017,67,8,18.5,0
15,1017,63,8,18.5,0
14,1017,63,7,22.2,0
13,1017,72,8,14.8,0
11,1018,82,8,14.8,0
10,1018,94,9,11.1,0
9,1018,100,9,13,0
9,1018,100,9,9.3,0
8,1018,100,8,5.6,0
7,1018,100,7,0,0
7,1017,100,7,0,0
7,1017,100,7,0,0
7,1017,100,7,9.3,0
7,1016,100,7,5.6,0
6,1015,100,6,9.3,0
6,1015,100,6,9.3,0
8,1016,100,8,11.1,0
10,1018,87,8,22.2,0
13,1017,77,9,16.7,0
14,1016,67,8,25.9,0
15,1015,59,7,27.8,0
16,1015,55,7,27.8,0
16,1015,55,7,27.8,0
16,1015,52,6,25.9,0
15,1015,59,7,22.2,0
14,1015,67,8,18.5,0
13,1015,77,9,11.1,0
12,1016,82,9,7.4,0
12,1016,82,9,7.4,0
11,1016,88,9,11.1,0
10,1016,94,9,5.6,0
10,1016,94,9,0,0
9,1016,100,9,0,0
8,1016,100,8,0,0
7,1015,100,7,0,0
7,1015,100,7,0,0
7,1015,100,7,7.4,0
6,1015,100,6,7.4,0
6,1015,100,6,0,0
6,1016,100,6,7.4,0
8,1016,100,8,11.1,0
11,1017,82,8,11.1,0
16,1016,52,6,13,0
17,1015,45,5,9.3,0
17,1014,45,5,18.5,0
17,1014,45,5,22.2,0
17,1014,45,5,22.2,0
17,1014,45,5,20.4,0
14,1014,55,5,13,0
12,1013,72,7,9.3,0
12,1014,72,7,7.4,0
11,1014,71,6,5.6,0
10,1014,82,7,7.4,0
9,1015,82,6,0,0
9,1015,82,6,0,0
8,1014,93,7,0,0
8,1014,81,5,5.6,0
6,1014,100,6,0,0
6,1014,93,5,0,0
5,1015,100,5,5.6,0
8,1015,87,6,9.3,0
13,1016,67,7,14.8,0
15,1016,59,7,18.5,0
17,1016,48,6,18.5,0
18,1015,45,6,18.5,0
19,1014,37,4,24.1,0
19,1014,35,3,18.5,0
19,1014,35,3,22.2,0
19,1014,35,3,16.7,0
15,1014,55,6,11.1,0
13,1015,67,7,5.6,0
12,1016,72,7,5.6,0
11,1016,76,7,0,0
10,1017,82,7,0,0
9,1017,82,6,0,0
9,1017,87,7,5.6,0
8,1016,87,6,5.6,0
7,1016,93,6,0,0
5,1016,100,5,0,0
7,1017,100,7,5.6,0
9,1018,87,7,9.3,0
12,1019,72,7,13,0
14,1019,63,7,13,0
16,1018,55,7,11.1,0
17,1017,52,7,9.3,0
19,1016,46,7,14.8,0
19,1015,49,8,9.3,0
19,1015,49,8,13,0
17,1016,59,9,9.3,0
16,1016,68,10,5.6,0
15,1017,72,10,0,0
13,1017,82,10,0,0
13,1018,82,10,0,0
12,1017,88,10,0,0
13,1016,77,9,0,0
12,1016,82,9,0,0
11,1016,94,10,0,0
12,1019,94,11,7.4,0
13,1019,88,11,0,0
15,1019,82,12,0,0
20,1017,43,7,0,0
20,1017,40,6,14.8,0
20,1016,43,7,14.8,0
19,1016,43,6,14.8,0
19,1016,35,3,9.3,0
18,1016,37,3,5.6,0
16,-9999,45,4,0,0
11,1019,88,9,0,0
12,1019,94,11,0,0
12,1018,94,11,5.6,0
11,1018,100,11,0,0
8,1017,100,8,3.7,0
7,1017,100,7,3.7,0
6,1017,100,6,5.6,0
7,1017,100,7,11.1,0
7,1018,100,7,9.3,0
9,1020,100,9,9.3,0
13,1020,88,11,9.3,0
17,1019,59,9,11.1,0
18,1018,56,9,18.5,0
19,1017,49,8,14.8,0
17,1016,59,9,20.4,0
19,1016,52,9,22.2,0
19,1016,56,10,14.8,0
17,1016,63,10,9.3,0
14,1016,77,10,5.6,0
13,1016,82,10,5.6,0
13,1017,82,10,0,0
13,1017,88,11,3.7,0
13,1017,82,10,11.1,0
12,1017,82,9,7.4,0
11,1017,94,10,9.3,0
10,1016,94,9,0,0
9,1016,100,9,0,0
8,1016,100,8,0,0
7,1015,100,7,0,0
7,1015,100,7,7.4,0
7,1016,100,7,3.7,0
7,1017,100,7,9.3,0
9,1017,100,9,3.7,0
12,1017,88,10,5.6,0
15,1017,63,8,9.3,0
16,1017,55,7,20.4,0
17,1016,52,7,18.5,0
17,1014,63,10,5.6,0
18,1014,56,9,14.8,0
18,1013,56,9,13,0
18,1013,56,9,14.8,0
16,1014,68,10,7.4,0
15,1014,72,10,0,0
14,1015,77,10,0,0
13,1015,82,10,0,0
12,1015,88,10,0,0
12,1016,94,11,0,0
11,1016,88,9,0,0
11,1015,94,10,0,0
11,1015,94,10,0,0
10,1014,100,10,5.6,0
10,1014,100,10,3.7,0
10,1014,100,10,0,0
9,1014,100,9,0,0
8,1015,100,8,0,0
10,1016,100,10,0,0
14,1016,82,11,0,0
16,1016,72,11,5.6,0
18,1017,59,10,0,0
19,1016,56,10,7.4,0
21,1013,49,10,0,0
21,1013,49,10,5.6,0
21,1013,49,10,5.6,0
21,1012,49,10,9.3,0
19,1012,56,10,5.6,0
13,1013,82,10,0,0
8,1012,100,8,0,0
10,1013,100,10,9.3,0
12,1014,88,10,9.3,0
14,1014,82,11,13,0
17,1013,59,9,22.2,0
18,1012,59,10,9.3,0
18,1011,52,8,14.8,0
19,1011,52,9,14.8,0
18,1011,59,10,18.5,0
15,1012,77,11,7.4,0
14,1013,82,11,7.4,0
13,1013,88,11,3.7,0
12,1014,94,11,0,0
10,1013,100,10,0,0
10,1013,100,10,0,0
8,1012,100,8,0,0
8,1012,100,8,3.7,0
8,1013,100,8,7.4,0
8,1014,100,8,5.6,0
11,1014,94,10,7.4,0
14,1015,77,10,18.5,0
19,1014,52,9,14.8,0
21,1012,43,8,16.7,0
21,1011,46,9,11.1,0
21,1010,46,9,9.3,0
21,1010,46,9,14.8,0
19,1010,52,9,5.6,0
16,1011,68,10,0,0
15,1011,77,11,0,0
15,1011,77,11,0,0
15,1011,72,10,0,0
14,1010,88,12,9.3,0
14,1010,88,12,5.6,0
15,1009,77,11,13,0
14,1008,82,11,11.1,0
14,1007,77,10,14.8,0
15,1007,67,9,18.5,0
14,1007,82,11,14.8,1
14,1008,88,12,3.7,0
13,1009,100,13,3.7,0
13,1009,100,13,9.3,1
15,1008,100,15,18.5,0
15,1008,94,14,13,0
17,1007,77,13,29.6,0
18,1007,73,13,9.3,0
18,1007,64,11,18.5,0
19,-9999,60,11,22.2,0
17,1007,68,11,22.2,0
16,1007,72,11,22.2,0
15,1008,77,11,13,0
14,1009,82,11,18.5,0
14,1009,88,12,20.4,0
13,1010,88,11,13,0
13,1010,88,11,18.5,0
13,1010,94,12,16.7,0
13,1008,88,11,14.8,0
13,1009,100,13,9.3,0
12,1009,100,12,0,0
12,1009,100,12,0,0
11,1008,100,11,0,0
10,1009,100,10,0,0
12,1011,100,12,0,0
14,1011,94,13,0,0
16,1012,77,12,9.3,0
18,1011,73,13,3.7,0
19,1011,64,12,0,0
19,1010,64,12,0,0
19,1010,68,13,5.6,0
17,1010,88,15,1.9,1
17,1011,88,15,7.4,0
15,1013,100,15,7.4,0
14,1013,100,14,5.6,0
13,1013,100,13,5.6,0
13,1013,100,13,3.7,0
13,1013,100,13,9.3,0
12,1013,100,12,7.4,0
13,1013,100,13,3.7,0
12,1012,100,12,5.6,0
11,1012,100,11,9.3,0
11,1012,100,11,9.3,0
11,1014,100,11,11.1,0
11,1015,100,11,11.1,0
11,1015,100,11,13,0
11,1015,100,11,9.3,0
15,1014,82,12,18.5,0
15,1014,82,12,13,0
17,1013,77,13,16.7,0
18,1013,68,12,22.2,0
17,1013,72,12,14.8,0
16,1013,72,11,11.1,0
14,1013,88,12,5.6,0
13,1014,88,11,5.6,0
12,1015,88,10,5.6,0
12,1015,88,10,9.3,0
11,1015,88,9,0,0
11,1014,88,9,0,0
8,1014,100,8,0,0
8,1013,100,8,3.7,0
7,1013,100,7,0,0
7,1014,100,7,0,0
7,1014,100,7,0,0
7,1015,100,7,0,0
10,1016,100,10,5.6,0
16,1016,68,10,13,0
18,1014,34,2,22.2,0
18,1014,34,2,16.7,0
18,1013,37,3,18.5,0
18,1013,42,5,18.5,0
17,1014,45,5,13,0
13,1015,72,8,5.6,0
14,1015,59,6,5.6,0
13,1015,63,6,5.6,0
11,1015,71,6,0,0
10,1015,76,6,0,0
10,1015,71,5,0,0
7,1014,87,5,9.3,0
6,1014,93,5,7.4,0
6,1014,93,5,7.4,0
9,1016,82,6,9.3,0
13,1016,67,7,11.1,0
16,1017,52,6,20.4,0
17,1016,42,4,16.7,0
17,1015,45,5,16.7,0
19,1014,35,3,22.2,0
19,1014,32,2,29.6,0
19,1013,37,4,25.9,0
18,1014,42,5,18.5,0
14,1014,59,6,9.3,0
14,1015,59,6,11.1,0
12,1015,72,7,5.6,0
11,1016,76,7,5.6,0
11,1016,71,6,7.4,0
11,1016,76,7,0,0
10,1015,82,7,5.6,0
9,1015,87,7,0,0
8,1014,100,8,5.6,0
7,1014,93,6,0,0
21,1013,28,2,22.2,0
21,1013,28,2,22.2,0
20,1013,28,1,18.5,0
18,1013,42,5,5.6,0
15,1013,55,6,0,0
14,1013,59,6,0,0
12,1013,67,6,0,0
11,1013,71,6,0,0
11,1012,71,6,0,0
11,1012,71,6,0,0
9,1011,82,6,0,0
9,1011,82,6,0,0
8,1009,87,6,0,0
9,1009,82,6,0,0
10,1010,76,6,0,0
15,1010,51,5,9.3,0
18,1010,40,4,11.1,0
22,1010,31,4,13,0
23,-9999,27,3,18.5,0
24,1008,25,3,14.8,0
24,1007,29,5,18.5,0
24,1006,34,7,9.3,0
25,1006,34,8,9.3,0
23,1006,41,9,11.1,0
21,1005,49,10,9.3,0
19,1006,64,12,0,0
18,1006,64,11,5.6,0
17,1007,72,12,14.8,0
15,1007,67,9,14.8,0
15,1007,67,9,11.1,0
14,1007,77,10,5.6,0
14,1007,72,9,7.4,0
13,1006,77,9,7.4,0
11,1006,88,9,5.6,0
11,1006,82,8,5.6,0
10,1006,94,9,3.7,0
9,1007,93,8,13,0
13,1009,77,9,11.1,0
15,1010,67,9,16.7,0
16,1009,68,10,14.8,0
17,1009,68,11,14.8,0
19,1008,64,12,14.8,0
20,1008,56,11,18.5,0
19,1008,56,10,18.5,0
18,1009,64,11,5.6,0
17,1009,72,12,0,0
15,1009,82,12,0,0
14,1009,82,11,0,0
13,1011,88,11,0,0
13,1011,94,12,0,0
13,1011,88,11,0,0
11,1011,100,11,0,0
11,1011,100,11,0,0
11,1011,100,11,0,0
10,1011,100,10,0,0
10,1011,100,10,0,0
9,1012,100,9,0,0
12,1012,100,12,0,0
19,1014,56,10,7.4,0
20,1014,26,0,18.5,0
20,1013,28,1,16.7,0
21,1012,28,2,16.7,0
21,1012,25,0,18.5,0
21,1012,28,2,18.5,0
19,1012,32,2,0,0
17,1013,42,4,0,0
16,1014,42,3,3.7,0
15,1014,48,4,7.4,0
13,1014,58,5,9.3,0
13,1015,72,8,0,0
12,1015,77,8,0,0
11,1015,76,7,0,0
11,1015,67,5,5.6,0
11,1014,71,6,0,0
9,1014,76,5,5.6,0
8,1015,87,6,0,0
8,1015,87,6,0,0
8,1016,66,2,0,0
10,1017,58,2,18.5,0
13,1018,41,0,22.2,0
15,1019,34,-1,18.5,0
18,1018,32,1,25.9,0
18,1017,49,7,18.5,0
19,1016,46,7,14.8,0
20,1016,30,2,18.5,0
20,1015,35,4,13,0
20,1016,46,8,16.7,0
18,1016,49,7,18.5,0
17,1017,52,7,14.8,0
16,1017,52,6,18.5,0
15,1018,59,7,14.8,0
15,1018,51,5,18.5,0
14,1018,55,5,16.7,0
12,1018,67,6,13,0
10,1017,71,5,14.8,0
8,-9999,87,6,11.1,0
8,-9999,87,6,11.1,0
7,1016,87,5,11.1,0
7,1016,87,5,3.7,0
7,1016,87,5,11.1,0
7,1017,87,5,13,0
8,1018,87,6,13,0
11,1018,62,4,24.1,0
15,1019,45,3,24.1,0
17,1019,37,2,24.1,0
19,1018,30,1,37,0
20,1017,33,3,35.2,0
20,1016,28,1,33.3,0
21,1016,31,3,27.8,0
20,1016,35,4,27.8,0
19,1016,40,5,27.8,0
16,1016,52,6,14.8,0
15,1016,55,6,18.5,0
14,1016,59,6,18.5,0
12,1017,72,7,14.8,0
14,1017,63,7,14.8,0
11,1017,71,6,14.8,0
10,1017,76,6,13,0
10,1016,76,6,9.3,0
9,1015,82,6,11.1,0
8,1015,87,6,7.4,0
8,1015,81,5,5.6,0
8,1016,81,5,9.3,0
10,1016,66,4,14.8,0
13,101,51,3,14.8,0
16,1017,42,3,22.2,0
19,1017,35,3,22.2,0
21,1016,31,3,31.5,0
21,1015,23,-1,27.8,0
23,1014,20,-1,18.5,0
23,1014,20,-1,18.5,0
23,1014,25,2,18.5,0
22,1013,29,3,25.9,0
20,1013,35,4,14.8,0
17,1014,45,5,9.3,0
16,1014,59,8,9.3,0
16,1014,55,7,5.6,0
15,1015,55,6,5.6,0
14,1015,63,7,5.6,0
13,1015,67,7,0,0
13,1014,67,7,0,0
12,-9999,72,7,0,0
12,1013,72,7,0,0
10,1013,82,7,0,0
10,1012,82,7,3.7,0
10,1012,82,7,0,0
10,-9999,76,6,9.3,0
14,1014,67,8,9.3,0
17,1015,59,9,13,0
20,1015,46,8,18.5,0
21,1014,40,7,14.8,0
22,1013,35,6,22.2,0
23,1012,36,7,13,0
23,1011,36,7,14.8,0
23,1010,41,9,11.1,0
23,1010,41,9,5.6,0
22,1010,43,9,9.3,0
18,10,56,9,0,0
17,1011,68,11,0,0
17,1011,72,12,0,0
17,1011,68,11,0,0
17,1011,68,11,0,0
15,1011,77,11,0,0
14,1010,82,11,0,0
14,1010,82,11,0,0
12,1009,94,11,0,0
